Move,Score
1,4
2,4
3,4
4,8
5,8
6,8
7,24
8,24
9,24
10,28
11,40
12,48
13,64
14,64
15,68
16,68
17,80
18,96
19,128
20,136
21,144
22,144
23,144
24,148
25,152
26,160
27,160
28,164
29,188
30,188
31,200
32,216
33,252
34,316
35,316
36,316
37,316
38,316
39,320
40,332
41,336
42,344
43,348
44,348
45,352
46,352
47,384
48,392
49,392
50,392
51,404
52,420
53,420
54,456
55,468
56,472
57,472
58,472
59,492
60,500
61,504
62,504
63,508
64,520
65,536
66,536
67,572
68,580
69,644
70,772
71,780
72,788
73,800
74,816
75,816
76,820
77,820
78,824
79,832
80,848
81,852
82,852
83,856
84,864
85,868
86,876
87,912
88,936
89,940
90,940
91,944
92,944
93,956
94,956
95,964
96,972
97,988
98,988
99,1024
100,1096
101,1104
102,1104
103,1120
104,1120
105,1124
106,1128
107,1136
108,1152
109,1152
110,1156
111,1200
112,1200
113,1200
114,1208
115,1216
116,1216
117,1220
118,1248
119,1260
120,1276
121,1312
122,1384
123,1512
124,1768
125,1776
126,1776
127,1780
128,1780
129,1780
130,1792
131,1792
132,1792
133,1796
134,1804
135,1820
136,1824
137,1832
138,1836
139,1836
140,1836
141,1840
142,1840
143,1852
144,1876
145,1908
146,1912
147,1916
148,1920
149,1944
150,1944
151,1948
152,1960
153,1960
154,1964
155,1972
156,1988
157,2024
158,2096
159,2096
160,2120
161,2128
162,2132
163,2136
164,2144
165,2160
166,2196
167,2196
168,2196
169,2200
170,2200
171,2204
172,2204
173,2204
174,2220
175,2232
176,2232
177,2248
178,2256
179,2260
180,2264
181,2264
182,2264
183,2268
184,2276
185,2296
186,2340
187,2412
188,2556
189,2560
190,2560
191,2564
192,2564
193,2564
194,2568
195,2580
196,2580
197,2580
198,2584
199,2592
200,2612
201,2612
202,2648
203,2648
204,2648
205,2652
206,2672
207,2688
208,2696
209,2700
210,2704
211,2712
212,2732
213,2772
214,2836
215,2836
216,2840
217,2840
218,2844
219,2852
220,2852
221,2868
222,2876
223,2876
224,2892
225,2908
226,2912
227,2948
228,2956
229,2956
230,2960
231,2964
232,2968
233,2976
234,2996
235,3004
236,3004
237,3008
238,3012
239,3012
240,3012
241,3016
242,3024
243,3040
244,3076
245,3140
246,3280
247,3536
248,4048
249,4052
250,4056
251,4068
252,4072
253,4080
254,4080
255,4084
256,4100
257,4100
258,4108
259,4108
260,4128
261,4168
262,4168
263,4172
264,4172
265,4172
266,4184
267,4192
268,4192
269,4216
270,4220
271,4228
272,4248
273,4248
274,4284
275,4292
276,4360
277,4360
278,4372
279,4372
280,4392
281,4400
282,4404
283,4404
284,4408
285,4420
286,4436
287,4468
288,4468
289,4468
290,4476
291,4488
292,4496
293,4512
294,4516
295,4516
296,4520
297,4524
298,4532
299,4532
300,4536
301,4536
302,4540
303,4552
304,4568
305,4608
306,4676
307,4804
308,4808
309,4808
310,4808
311,4812
312,4820
313,4824
314,4832
315,4832
316,4832
317,4832
