Move,Score
1,0
2,4
3,8
4,16
5,16
6,16
7,24
8,24
9,28
10,44
11,60
12,60
13,60
14,64
15,68
16,68
17,76
18,92
19,96
20,128
21,132
22,140
23,144
24,144
25,152
26,168
27,184
28,188
29,196
30,196
31,196
32,196
33,200
34,204
35,204
36,228
37,264
38,328
39,328
40,336
41,344
42,344
43,368
44,368
45,368
46,384
47,392
48,408
49,440
50,440
51,440
52,444
53,444
54,444
55,448
56,456
57,460
58,460
59,476
60,504
61,524
62,524
63,524
64,524
65,532
66,540
67,540
68,540
69,540
70,544
71,552
72,556
73,564
74,584
75,584
76,620
77,696
78,824
79,836
80,852
81,856
82,864
83,868
84,892
85,924
86,924
87,928
88,940
89,960
90,1000
91,1000
92,1000
93,1004
94,1012
95,1012
96,1012
97,1016
98,1016
99,1020
100,1036
101,1036
102,1036
103,1036
104,1120
105,1128
106,1132
107,1132
108,1136
109,1140
110,1140
111,1168
112,1172
113,1212
114,1228
115,1232
116,1240
117,1256
118,1292
119,1364
120,1492
121,1748
122,1748
123,1748
124,1764
125,1772
126,1788
127,1788
128,1792
129,1796
130,1800
131,1800
132,1800
133,1800
134,1808
135,1808
136,1812
137,1828
138,1828
139,1852
140,1908
141,1912
142,1912
143,1912
144,1916
145,1924
146,1928
147,1928
148,1932
149,1940
150,1940
151,1952
152,1956
153,1956
154,1964
155,1984
156,2000
157,2032
158,2032
159,2032
160,2108
161,2116
162,2140
163,2180
164,2180
165,2180
166,2180
167,2184
168,2192
169,2196
170,2200
171,2220
172,2220
173,2224
174,2232
175,2236
176,2244
177,2260
178,2264
179,2264
180,2272
181,2288
182,2288
183,2292
184,2304
185,2312
186,2360
187,2396
188,2396
189,2396
190,2396
191,2400
192,2400
193,2412
194,2424
195,2424
196,2428
197,2456
198,2464
199,2464
200,2484
201,2516
202,2584
203,2784
204,2788
205,2788
206,2804
207,2820
208,2824
209,2828
210,2840
211,2856
212,2856
213,2864
214,2896
215,2900
216,2908
217,2912
218,2928
219,2936
220,2936
221,2940
222,2944
223,2956
224,2956
225,2956
226,2956
227,2956
228,2960
229,2972
230,2996
231,3032
232,3096
233,3244
234,3500
235,4012
236,4016
237,4028
238,4028
239,4028
240,4028
241,4032
242,4036
243,4044
244,4056
245,4076
246,4108
247,4116
248,4120
249,4124
250,4124
251,4124
252,4124
253,4136
254,4160
255,4164
256,4180
257,4180
258,4184
259,4216
260,4280
261,4284
262,4288
263,4300
264,4308
265,4312
266,4312
267,4316
268,4324
269,4340
270,4344
271,4360
272,4376
273,4376
274,4376
275,4408
